Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorus,Fertilizer,Location,pH
25.6,89.15,70.51,Laterite,Tur,21,26,24,Urea,Uttara Kannada,5.47
25.4,77.3,50.7,Sandy,Ragi,47,16,21,Compost,Mangaluru,7.54
23.08,69.79,47.64,Black,Maize,93,52,46,NPK,Mandya,6.74
28.91,58.39,14.72,Red,Ragi,44,22,29,Compost,Kolar,5.75
28.65,58.13,56.09,Clay,Coffee,46,56,27,Farmyard Manure,Mysuru,7.25
27.45,62.33,50.96,Black,Sugarcane,135,92,52,MOP,Bengaluru,7.09
24.68,79.81,66.81,Black,Maize,68,64,39,Urea,Dakshina Kannada,7.02
27.43,52.81,19.22,Black,Maize,78,44,43,NPK,Chitradurga,7.13
34.88,42.88,20.9,Sandy,Tur,30,23,24,Compost,Kalaburagi,6.32
28.78,73.42,39.72,Black,Cotton,63,63,26,Urea,Bengaluru,7.58
28.24,77.19,25.8,Laterite,Sunflower,59,97,24,Urea,Mandya,6.02
23.03,62.24,57.76,Clay,Sugarcane,133,104,43,Farmyard Manure,Chikkamagaluru,6.6
26.7,66.12,21.51,Laterite,Jowar,30,34,10,Urea,Mandya,5.89
